0.050000, 0.000000, 0.138889
0.100000, 0.000000, 0.277778
0.150031, 0.000000, 0.416754
0.200000, 0.000000, 0.555556
0.250000, 0.000000, 0.694444
0.300125, 0.000000, 0.833681
0.350024, 0.000000, 0.972290
0.400000, 0.000000, 1.111111
0.450000, 0.000000, 1.250000
0.500000, 0.000000, 1.388889
0.550038, 0.000000, 1.527884
0.600500, 0.000000, 1.668057
0.650406, 0.000000, 1.806685
0.700389, 0.000000, 1.945525
0.750000, 0.000000, 2.083333
0.800000, 0.000000, 2.222222
0.850059, 0.000000, 2.361275
0.900000, 0.000000, 2.500000
0.951123, 0.000000, 2.642008
1.000000, 0.000000, 2.777778
0.050000, 0.000000, 0.116667
0.100000, 0.000000, 0.233333
0.150031, 0.000000, 0.350073
0.200000, 0.000000, 0.466667
0.250000, 0.000000, 0.583333
0.300125, 0.000000, 0.700292
0.350024, 0.000000, 0.816723
0.400000, 0.000000, 0.933333
0.450000, 0.000000, 1.050000
0.500000, 0.000000, 1.166667
0.550038, 0.000000, 1.283422
0.600500, 0.000000, 1.401168
0.650406, 0.000000, 1.517615
0.700389, 0.000000, 1.634241
0.750000, 0.000000, 1.750000
0.800000, 0.000000, 1.866667
0.850059, 0.000000, 1.983471
0.900000, 0.000000, 2.100000
0.951123, 0.000000, 2.219287
1.000000, 0.000000, 2.333333
0.050000, 0.000000, 0.094444
0.100000, 0.000000, 0.188889
0.150031, 0.000000, 0.283392
0.200000, 0.000000, 0.377778
0.250000, 0.000000, 0.472222
0.300125, 0.000000, 0.566903
0.350024, 0.000000, 0.661157
0.400000, 0.000000, 0.755556
0.450000, 0.000000, 0.850000
0.500000, 0.000000, 0.944444
0.550038, 0.000000, 1.038961
0.600500, 0.000000, 1.134279
0.650406, 0.000000, 1.228546
0.700389, 0.000000, 1.322957
0.750000, 0.000000, 1.416667
0.800000, 0.000000, 1.511111
0.850059, 0.000000, 1.605667
0.900000, 0.000000, 1.700000
0.951123, 0.000000, 1.796565
1.000000, 0.000000, 1.888889
0.050000, 0.000000, 0.072222
0.100000, 0.000000, 0.144444
0.150031, 0.000000, 0.216712
0.200000, 0.000000, 0.288889
0.250000, 0.000000, 0.361111
0.300125, 0.000000, 0.433514
0.350024, 0.000000, 0.505591
0.400000, 0.000000, 0.577778
0.450000, 0.000000, 0.650000
0.500000, 0.000000, 0.722222
0.550038, 0.000000, 0.794500
0.600500, 0.000000, 0.867390
0.650406, 0.000000, 0.939476
0.700389, 0.000000, 1.011673
0.750000, 0.000000, 1.083333
0.800000, 0.000000, 1.155556
0.850059, 0.000000, 1.227863
0.900000, 0.000000, 1.300000
0.951123, 0.000000, 1.373844
1.000000, 0.000000, 1.444444
0.050000, 0.000000, 0.050000
0.100000, 0.000000, 0.100000
0.150031, 0.000000, 0.150031
0.200000, 0.000000, 0.200000
0.250000, 0.000000, 0.250000
0.300125, 0.000000, 0.300125
0.350024, 0.000000, 0.350024
0.400000, 0.000000, 0.400000
0.450000, 0.000000, 0.450000
0.500000, 0.000000, 0.500000
0.550038, 0.000000, 0.550038
