W : 8.251241, 8.330104, 8.294679 R : 9.763041, 9.854669, 9.809026
W : 9.300855, 9.406948, 9.367173 R : 10.900147, 11.012257, 10.969391
W : 10.701534, 10.817900, 10.755440 R : 12.418288, 12.531114, 12.473061
W : 11.821634, 12.606722, 12.249149 R : 14.167076, 14.631300, 14.368434
W : 14.919124, 15.365026, 15.156019 R : 16.928053, 17.392324, 17.151114
W : 18.416588, 19.217989, 18.799562 R : 21.204052, 22.111687, 21.645269
W : 24.950344, 26.984459, 25.759277 R : 28.634838, 30.836002, 29.517471
W : 39.000805, 44.958771, 41.121056 R : 42.380001, 51.417107, 45.856358
W : 89.466995, 128.747131, 108.225334 R : 97.992783, 140.616180, 118.495819
W : 8.728718, 9.808114, 9.271669 R : 8.169018, 9.122049, 8.563056
W : 9.604297, 10.699491, 10.138542 R : 9.028930, 10.355887, 9.654361
W : 9.917006, 12.662176, 11.021306 R : 9.713197, 12.359399, 10.725408
W : 11.597278, 15.983195, 13.218441 R : 11.335686, 14.942673, 12.652779
W : 14.947543, 19.572447, 17.539827 R : 14.007566, 19.197033, 16.391182
W : 18.917166, 27.513418, 22.021568 R : 17.228905, 26.707327, 21.581415
W : 20.296799, 43.013203, 30.221014 R : 21.034513, 43.172497, 30.571480
W : 36.689743, 152.723923, 69.638138 R : 35.951668, 153.326248, 68.399353
W : 6.718962, 2355.358887, 190.408356 R : 6.160227, 2145.451660, 182.924393
W : 6.981641, 9.975979, 8.444458 R : 6.438986, 8.621260, 7.597922
W : 8.368342, 11.678580, 10.070099 R : 7.521474, 10.559511, 8.786014
W : 10.047352, 15.334045, 11.700359 R : 9.096485, 14.174423, 10.519300
W : 10.275422, 17.906607, 13.585685 R : 9.496934, 16.361431, 12.514753
W : 11.521742, 28.726927, 17.006037 R : 10.704643, 26.646498, 15.691294
W : 15.448009, 52.229618, 24.255938 R : 14.283806, 49.288212, 22.651901
W : 5.157820, 122.977295, 39.281090 R : 4.510223, 111.291664, 36.638885
W : 4.711539, 147.491501, 19.609562 R : 3.815482, 139.214798, 17.732023
W : 4.662611, 8.687325, 6.898489 R : 3.801975, 7.482096, 5.739116
W : 4.108448, 11.308332, 7.743653 R : 3.309595, 9.693515, 6.631762
W : 3.963803, 13.806639, 8.572514 R : 3.771198, 12.242071, 7.458725
W : 5.587080, 17.028273, 9.716053 R : 4.918967, 15.078725, 8.561213
W : 4.871734, 24.944426, 11.718039 R : 5.306964, 21.545023, 10.581479
W : 3.951595, 42.224216, 13.655319 R : 3.993057, 37.338936, 12.525030
W : 3.183624, 62.051846, 14.539999 R : 3.191561, 54.627453, 13.596326
W : 1.807102, 68.801529, 8.315930 R : 1.830218, 62.308704, 8.192006
W : 1.000000, 19.201910, 4.353321 R : 1.000000, 17.608381, 4.459935
W : 1.000000, 10.778123, 3.503413 R : 1.000000, 11.828847, 3.605723
W : 1.000000, 5.764311, 2.787012 R : 1.000000, 6.310825, 2.867714
W : 1.000000, 5.061100, 2.530044 R : 1.000000, 5.226822, 2.602868
W : 1.000000, 5.666936, 1.937002 R : 1.000000, 6.229131, 1.998711
W : 1.000000, 3.046784, 1.676053 R : 1.000000, 3.447980, 1.730244
