100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
96, 4, 0, 100
80, 20, 0, 100
66, 33, 1, 100
33, 67, 0, 100
6, 90, 4, 100
0, 99, 1, 100
0, 90, 10, 100
0, 88, 12, 100
0, 81, 19, 100
0, 60, 40, 100
0, 43, 57, 100
