1
-0.000001, -0.000027, -0.000028
0.050000, 0.180625, 0.230625
0.100000, 0.361250, 0.461250
0.150004, 0.541889, 0.691892
0.200000, 0.722500, 0.922500
0.250000, 0.903125, 1.153125
0.300030, 1.083858, 1.383888
0.350017, 1.264438, 1.614456
0.400000, 1.445000, 1.845000
0.450045, 1.625788, 2.075833
0.500000, 1.806250, 2.306250
0.550055, 1.987074, 2.537129
0.600060, 2.167717, 2.767777
0.650195, 2.348830, 2.999025
0.700035, 2.528877, 3.228911
0.750188, 2.710052, 3.460240
0.800000, 2.890000, 3.690000
0.850340, 3.071854, 3.922194
0.900090, 3.251575, 4.151665
0.950119, 3.432304, 4.382423
2
-0.000002, -0.000027, -0.000029
0.050000, 0.090313, 0.140313
0.100000, 0.180625, 0.280625
0.150004, 0.270944, 0.420948
0.200000, 0.361250, 0.561250
0.250000, 0.451562, 0.701563
0.300007, 0.541889, 0.841896
0.350017, 0.632219, 0.982237
0.400000, 0.722500, 1.122500
0.450045, 0.812894, 1.262939
0.500000, 0.903125, 1.403125
0.550055, 0.993537, 1.543592
0.600060, 1.083858, 1.683918
0.650089, 1.174224, 1.824313
0.700035, 1.264438, 1.964473
0.750047, 1.354772, 2.104819
0.800000, 1.445000, 2.245000
0.850159, 1.535600, 2.385760
0.900090, 1.625788, 2.525878
0.950119, 1.716152, 2.666271
3
-0.000003, -0.000027, -0.000030
0.050000, 0.060208, 0.110208
0.100000, 0.120417, 0.220417
0.150004, 0.180630, 0.330633
0.200000, 0.240833, 0.440833
0.250000, 0.301042, 0.551042
0.300015, 0.361268, 0.661283
0.350017, 0.421479, 0.771497
0.400000, 0.481667, 0.881667
0.450011, 0.541889, 0.991900
0.500000, 0.602083, 1.102083
0.550005, 0.662297, 1.212302
0.600060, 0.722572, 1.322632
0.650054, 0.782774, 1.432828
0.700035, 0.842959, 1.542994
0.750000, 0.903125, 1.653125
0.800000, 0.963333, 1.763333
0.850099, 1.023661, 1.873760
0.900090, 1.083858, 1.983948
0.950119, 1.144101, 2.094220
4
-0.000004, -0.000027, -0.000031
0.050000, 0.045156, 0.095156
0.100000, 0.090313, 0.190313
0.150001, 0.135470, 0.285471
0.200000, 0.180625, 0.380625
0.250000, 0.225781, 0.475781
0.300007, 0.270944, 0.570952
0.350002, 0.316096, 0.666098
0.400000, 0.361250, 0.761250
0.450020, 0.406424, 0.856444
0.500000, 0.451562, 0.951563
0.550017, 0.496734, 1.046751
0.600015, 0.541889, 1.141904
0.650037, 0.587064, 1.237101
0.700035, 0.632219, 1.332254
0.750047, 0.677386, 1.427433
0.800000, 0.722500, 1.522500
