12, 88, 100
9, 91, 100
7, 93, 100
5, 95, 100
4, 96, 100
24, 76, 100
42, 58, 100
61, 39, 100
88, 12, 100
91, 9, 100
87, 13, 100
84, 16, 100
75, 25, 100
