100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
97, 3, 100
99, 1, 100
99, 1, 100
90, 10, 100
90, 10, 100
83, 17, 100
73, 27, 100
60, 40, 100
58, 42, 100
46, 54, 100
45, 55, 100
28, 72, 100
13, 87, 100
10, 90, 100
7, 93, 100
3, 97, 100
1, 99, 100
1, 99, 100
2, 98, 100
