100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
100, 0, 100
96, 4, 100
95, 5, 100
99, 1, 100
86, 14, 100
95, 5, 100
85, 15, 100
89, 11, 100
81, 19, 100
77, 23, 100
62, 38, 100
60, 40, 100
54, 46, 100
47, 53, 100
37, 63, 100
34, 66, 100
24, 76, 100
21, 79, 100
10, 90, 100
13, 87, 100
10, 90, 100
4, 96, 100
1, 99, 100
0, 100, 100
0, 100, 100
0, 100, 100
0, 100, 100
0, 100, 100
