100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
100, 0, 0, 100
99, 0, 1, 100
92, 6, 2, 100
87, 10, 3, 100
70, 22, 8, 100
54, 38, 8, 100
32, 48, 20, 100
12, 66, 22, 100
6, 53, 41, 100
0, 47, 53, 100
0, 24, 76, 100
0, 10, 90, 100
0, 4, 96, 100
0, 2, 98, 100
0, 1, 99, 100
